"Protein.ID","Control.Symbiosome_PValue","Control.Symbiosome_AdjPVal","Control.Symbiosome_log2FoldChange","featureAvg","CycLoess_Con1","CycLoess_Con2","CycLoess_Con3","CycLoess_Con4","CycLoess_Con5","CycLoess_Con6","CycLoess_Sym1","CycLoess_Sym2","CycLoess_Sym3","CycLoess_Sym4","CycLoess_Sym5","CycLoess_Sym6","Source","Hit.accession","Hit.description","Query.length","Hit.length","Max.bit.score","Total.bit.score","Identity","Identity..","Coverage..","Expect","GO.terms","log2FoldChange_Sym0_Apo0","padj_Sym0_Apo0","TM_Helices","Enrichment"
"AIPGENE18175",NA,NA,NA,NA,23.4223244034461,NA,22.9963773147883,23.3449824442648,24.0687322327277,NA,NA,NA,NA,NA,NA,NA,"Swiss-Prot","sp|Q9UQB3|CTND2_HUMAN","Catenin delta-2 OS=Homo sapiens GN=CTNND2 PE=1 SV=3",857,1225,291.2,291.2,"174/510","34.12%","58.23%",7.01e-82,"""GO:0001763,GO:0003008,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005634,GO:0005737,GO:0005912,GO:0006139,GO:0006351,GO:0006355,GO:0006725,GO:0006807,GO:0007155,GO:0007165,GO:0007275,GO:0007610,GO:0007611,GO:0007612,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009653,GO:0009889,GO:0009987,GO:0010468,GO:0010556,GO:0010646,GO:0014069,GO:0016070,GO:0016337,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0022610,GO:0023051,GO:0030054,GO:0031323,GO:0031326,GO:0032501,GO:0032502,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0042995,GO:0043005,GO:0043170,GO:0043204,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044430,GO:0044446,GO:0044456,GO:0044464,GO:0044699,GO:0044707,GO:0044708,GO:0044767,GO:0046483,GO:0048167,GO:0050789,GO:0050794,GO:0050804,GO:0050877,GO:0050890,GO:0050896,GO:0051171,GO:0051252,GO:0051716,GO:0060255,GO:0065007,GO:0065008,GO:0070161,GO:0071704,GO:0080090,GO:0090304,GO:0097458,GO:0098602,GO:1901360,GO:1901362,GO:1901576,GO:2000112,GO:2001141""",NA,NA,"0","ConEnriched"
"AIPGENE18276",NA,NA,NA,NA,23.5210245982477,23.1435787788078,22.4377252569426,23.1651392728873,NA,21.7915518391521,NA,NA,NA,NA,NA,NA,"Swiss-Prot","sp|Q9UBT2|SAE2_HUMAN","SUMO-activating enzyme subunit 2 OS=Homo sapiens GN=UBA2 PE=1 SV=2",625,640,770,770,"382/640","59.69%","97.92%",0,"""GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005524,GO:0005575,GO:0005634,GO:0005654,GO:0005737,GO:0005829,GO:0006464,GO:0006508,GO:0008047,GO:0008134,GO:0008150,GO:0008152,GO:0008641,GO:0009056,GO:0009057,GO:0009987,GO:0016874,GO:0016925,GO:0017076,GO:0019222,GO:0019538,GO:0019941,GO:0019948,GO:0019950,GO:0030234,GO:0030554,GO:0031510,GO:0032446,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032559,GO:0032991,GO:0035639,GO:0036094,GO:0036211,GO:0043085,GO:0043167,GO:0043168,GO:0043169,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043234,GO:0043412,GO:0043632,GO:0043687,GO:0044093,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044267,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0046872,GO:0046982,GO:0046983,GO:0050789,GO:0050790,GO:0051603,GO:0065007,GO:0065009,GO:0070647,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901575,GO:1902494""",NA,NA,"1","ConEnriched"
"AIPGENE1831",NA,NA,NA,NA,25.3231803304695,25.2788466014921,25.340687638172,25.2969187055632,25.3331754922511,22.9683748868428,NA,NA,NA,NA,NA,NA,"Swiss-Prot","sp|Q8VHT6|AS3MT_RAT","Arsenite methyltransferase OS=Rattus norvegicus GN=As3mt PE=1 SV=1",390,369,350.52,350.52,"171/363","47.11%","92.05%",1.9e-116,"""GO:0003674,GO:0003824,GO:0005575,GO:0005737,GO:0005829,GO:0006082,GO:0006464,GO:0006479,GO:0006805,GO:0008150,GO:0008152,GO:0008168,GO:0008213,GO:0008276,GO:0008757,GO:0009404,GO:0009987,GO:0016740,GO:0016741,GO:0018872,GO:0019538,GO:0019748,GO:0019752,GO:0030791,GO:0030792,GO:0032259,GO:0032787,GO:0036211,GO:0042221,GO:0043170,GO:0043412,GO:0043414,GO:0043436,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0046685,GO:0050896,GO:0071704""",0.768103908965322,4.30582937010398e-07,"0","ConEnriched"
"AIPGENE18343",NA,NA,NA,NA,22.7333668020038,23.1303293001979,NA,22.7234398579347,NA,NA,NA,NA,NA,NA,NA,NA,"Swiss-Prot","sp|Q9Z1W9|STK39_MOUSE","STE20/SPS1-related proline-alanine-rich protein kinase OS=Mus musculus GN=Stk39 PE=1 SV=1",495,556,583.18,583.18,"286/491","58.25%","97.78%",0,"""GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0004702,GO:0004871,GO:0005057,GO:0005488,GO:0005515,GO:0005524,GO:0005575,GO:0005634,GO:0005737,GO:0005856,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006950,GO:0006970,GO:0006971,GO:0007165,GO:0008150,GO:0008152,GO:0009628,GO:0009987,GO:0010959,GO:0016020,GO:0016301,GO:0016310,GO:0016323,GO:0016324,GO:0016740,GO:0016772,GO:0016773,GO:0017076,GO:0018107,GO:0018193,GO:0018210,GO:0019538,GO:0019899,GO:0019900,GO:0019901,GO:0022898,GO:0023014,GO:0030554,GO:0031347,GO:0032101,GO:0032409,GO:0032410,GO:0032412,GO:0032413,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032559,GO:0032879,GO:0033554,GO:0034762,GO:0034763,GO:0034765,GO:0034766,GO:0035556,GO:0035639,GO:0036094,GO:0036211,GO:0043167,GO:0043168,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043266,GO:0043267,GO:0043268,GO:0043269,GO:0043270,GO:0043271,GO:0043412,GO:0044092,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044425,GO:0044459,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0048518,GO:0048519,GO:0048523,GO:0048583,GO:0050727,GO:0050789,GO:0050794,GO:0050896,GO:0051049,GO:0051050,GO:0051051,GO:0051716,GO:0060089,GO:0065007,GO:0065009,GO:0071214,GO:0071470,GO:0071476,GO:0071704,GO:0080134,GO:0097159,GO:0097367,GO:0098589,GO:0098590,GO:1901016,GO:1901017,GO:1901265,GO:1901363,GO:1901379,GO:1901380,GO:1903034,GO:2000680,GO:2000681,GO:2000686,GO:2000687""",NA,NA,"0","ConEnriched"
"AIPGENE18393",NA,NA,NA,NA,21.9649837326139,NA,23.7659895115381,23.8231114921774,22.5001042030638,NA,NA,NA,NA,NA,NA,NA,"Swiss-Prot","sp|Q9NWH7|SPAT6_HUMAN","Spermatogenesis-associated protein 6 OS=Homo sapiens GN=SPATA6 PE=1 SV=1",420,488,84.73,84.73,"52/159","32.70%","36.90%",2.07e-16,"""GO:0005575,GO:0005576,GO:0007275,GO:0007276,GO:0007283,GO:0008150,GO:0009987,GO:0022414,GO:0030154,GO:0032501,GO:0032502,GO:0044699,GO:0044702,GO:0044707,GO:0044763,GO:0044767,GO:0048232,GO:0048609,GO:0048869""",-0.315965949739849,0.0264227070048862,"0","ConEnriched"
"AIPGENE18435",NA,NA,NA,NA,21.1560031421039,23.9406615926479,24.3046484711445,23.6465352255769,23.8729033305905,NA,NA,NA,NA,NA,NA,NA,"Swiss-Prot","sp|Q3UNX5|ACSM3_MOUSE","""Acyl-coenzyme A synthetase ACSM3, mitochondrial OS=Mus musculus GN=Acsm3 PE=1 SV=2""",534,580,438.34,520.38,"247/473","52.22%","87.83%",1.08e-145,"""GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0005488,GO:0005524,GO:0005575,GO:0005739,GO:0005759,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009987,GO:0015645,GO:0016053,GO:0016874,GO:0016877,GO:0016878,GO:0017076,GO:0019752,GO:0030554,GO:0031974,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032559,GO:0032787,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0043169,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0044699,GO:0044710,GO:0044711,GO:0044763,GO:0046394,GO:0046872,GO:0047760,GO:0070013,GO:0071704,GO:0072330,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901576""",-0.506111694642257,0.0058791923651289,"0","ConEnriched"
"AIPGENE18439",NA,NA,NA,NA,22.6309042109308,22.889072198945,22.3957942648383,22.4409418350239,23.5044702381921,NA,NA,NA,NA,NA,NA,NA,"Swiss-Prot","sp|Q55G75|Y7786_DICDI","PH domain-containing protein DDB_G0267786 OS=Dictyostelium discoideum GN=DDB_G0267786 PE=4 SV=1",490,528,172.94,172.94,"117/460","25.43%","92.65%",6e-46,"""GO:0003674,GO:0005575,GO:0006810,GO:0006897,GO:0006907,GO:0008150,GO:0016192,GO:0044351,GO:0051234""",0.65503636342954,1.80082565127006e-05,"0","ConEnriched"
"AIPGENE18441",NA,NA,NA,NA,21.5997392945297,21.8777179560363,23.5398729920895,21.1970551800979,22.6104846349542,NA,NA,NA,NA,NA,NA,NA,"Swiss-Prot","sp|Q9UKW4|VAV3_HUMAN","Guanine nucleotide exchange factor VAV3 OS=Homo sapiens GN=VAV3 PE=1 SV=1",930,847,454.14,454.14,"306/957","31.97%","99.03%",2.81e-143,"""GO:0001525,GO:0001775,GO:0002252,GO:0002253,GO:0002376,GO:0002429,GO:0002431,GO:0002433,GO:0002682,GO:0002684,GO:0002694,GO:0002696,GO:0002757,GO:0002764,GO:0002768,GO:0003674,GO:0005070,GO:0005085,GO:0005088,GO:0005089,GO:0005096,GO:0005102,GO:0005154,GO:0005488,GO:0005515,GO:0005575,GO:0005737,GO:0005829,GO:0005886,GO:0006140,GO:0006906,GO:0006928,GO:0006950,GO:0006952,GO:0006955,GO:0006974,GO:0006996,GO:0007165,GO:0007166,GO:0007167,GO:0007169,GO:0007229,GO:0007264,GO:0007596,GO:0007599,GO:0008047,GO:0008150,GO:0008284,GO:0009118,GO:0009893,GO:0009894,GO:0009966,GO:0009967,GO:0009987,GO:0010033,GO:0010646,GO:0010647,GO:0010941,GO:0010942,GO:0016020,GO:0016043,GO:0016050,GO:0016477,GO:0019216,GO:0019219,GO:0019220,GO:0019222,GO:0022607,GO:0023051,GO:0023056,GO:0030030,GO:0030031,GO:0030032,GO:0030155,GO:0030168,GO:0030234,GO:0030674,GO:0030676,GO:0030695,GO:0030811,GO:0030888,GO:0030890,GO:0031323,GO:0031329,GO:0031982,GO:0031988,GO:0032318,GO:0032319,GO:0032320,GO:0032321,GO:0032501,GO:0032502,GO:0032855,GO:0032944,GO:0032946,GO:0033121,GO:0033124,GO:0033554,GO:0033674,GO:0035023,GO:0035556,GO:0035591,GO:0038093,GO:0038094,GO:0038095,GO:0038096,GO:0038179,GO:0040011,GO:0042127,GO:0042221,GO:0042325,GO:0042493,GO:0042981,GO:0043065,GO:0043067,GO:0043068,GO:0043085,GO:0043087,GO:0043167,GO:0043169,GO:0043226,GO:0043227,GO:0043230,GO:0043547,GO:0043549,GO:0043550,GO:0043551,GO:0043552,GO:0044093,GO:0044421,GO:0044424,GO:0044444,GO:0044464,GO:0044699,GO:0044707,GO:0044763,GO:0044767,GO:0044801,GO:0044802,GO:0045087,GO:0045785,GO:0045834,GO:0046578,GO:0046872,GO:0048011,GO:0048284,GO:0048518,GO:0048522,GO:0048583,GO:0048584,GO:0048646,GO:0048870,GO:0050670,GO:0050671,GO:0050776,GO:0050778,GO:0050789,GO:0050790,GO:0050794,GO:0050817,GO:0050851,GO:0050853,GO:0050864,GO:0050865,GO:0050867,GO:0050871,GO:0050878,GO:0050896,GO:0051056,GO:0051171,GO:0051174,GO:0051249,GO:0051251,GO:0051336,GO:0051338,GO:0051345,GO:0051347,GO:0051716,GO:0060090,GO:0060589,GO:0061024,GO:0061025,GO:0065007,GO:0065008,GO:0065009,GO:0065010,GO:0070062,GO:0070663,GO:0070665,GO:0070848,GO:0070851,GO:0070887,GO:0071310,GO:0071363,GO:0071840,GO:0080090,GO:0090218,GO:0097190,GO:0097581,GO:1900542,GO:1902531,GO:1902589""",-0.53682048860204,0.000235924945605907,"0","ConEnriched"
"AIPGENE18468",NA,NA,NA,NA,22.8448006845534,NA,22.4679354618354,22.4492478575851,NA,NA,NA,NA,NA,NA,NA,NA,"Swiss-Prot","sp|Q8N0W4|NLGNX_HUMAN","""Neuroligin-4, X-linked OS=Homo sapiens GN=NLGN4X PE=1 SV=1""",186,816,72.4,128.63,"74/198","37.37%","91.40%",1.63e-13,"""GO:0003008,GO:0003360,GO:0003674,GO:0004872,GO:0005488,GO:0005515,GO:0005575,GO:0005886,GO:0005887,GO:0007155,GO:0007158,GO:0007610,GO:0007611,GO:0007612,GO:0008150,GO:0009986,GO:0009987,GO:0014069,GO:0016020,GO:0016021,GO:0016043,GO:0016337,GO:0021549,GO:0022607,GO:0022610,GO:0030054,GO:0030154,GO:0030182,GO:0030425,GO:0030534,GO:0031404,GO:0032501,GO:0032502,GO:0034330,GO:0035176,GO:0035265,GO:0040007,GO:0042043,GO:0042391,GO:0042802,GO:0042803,GO:0042995,GO:0043005,GO:0043167,GO:0043168,GO:0044422,GO:0044424,GO:0044425,GO:0044430,GO:0044446,GO:0044456,GO:0044459,GO:0044464,GO:0044699,GO:0044707,GO:0044708,GO:0044763,GO:0044767,GO:0044802,GO:0045202,GO:0045211,GO:0045216,GO:0045837,GO:0046983,GO:0048856,GO:0048869,GO:0050808,GO:0050839,GO:0050877,GO:0050890,GO:0050896,GO:0051703,GO:0051704,GO:0051705,GO:0051899,GO:0060076,GO:0060078,GO:0060079,GO:0061024,GO:0065007,GO:0065008,GO:0071625,GO:0071709,GO:0071840,GO:0090394,GO:0097060,GO:0097090,GO:0097105,GO:0097458,GO:0098602""",NA,NA,"1","ConEnriched"
"AIPGENE18470",NA,NA,NA,NA,25.1553247879467,25.0423365961336,25.4124952377295,25.6899321005386,25.601761918449,23.92941278323,NA,NA,NA,NA,NA,NA,"Swiss-Prot","sp|Q5M8Z6|ASSY_XENTR","Argininosuccinate synthase OS=Xenopus tropicalis GN=ass1 PE=2 SV=1",441,412,615.53,615.53,"284/409","69.44%","92.74%",0,"""GO:0000050,GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0004055,GO:0005488,GO:0005524,GO:0006082,GO:0006520,GO:0006525,GO:0006526,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009987,GO:0016053,GO:0016874,GO:0016879,GO:0017076,GO:0019627,GO:0019752,GO:0030554,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032559,GO:0034641,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044699,GO:0044710,GO:0044711,GO:0044763,GO:0046394,GO:0071704,GO:0071941,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607""",1.5101289879701,4.51454483646954e-30,"0","ConEnriched"
"AIPGENE18476",NA,NA,NA,NA,23.3882512571925,22.6097485167576,23.6822990872995,23.0188743213619,22.6606785969011,NA,NA,NA,NA,NA,NA,NA,"Swiss-Prot","sp|Q5I0H4|TMCO1_RAT","Transmembrane and coiled-coil domains protein 1 OS=Rattus norvegicus GN=Tmco1 PE=2 SV=1",183,188,251.14,251.14,"135/180","75.00%","97.27%",3.24e-83,"""GO:0000139,GO:0003674,GO:0005575,GO:0005783,GO:0005789,GO:0005794,GO:0008150,GO:0016020,GO:0016021,GO:0031090,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044431,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0098588,GO:0098589""",NA,NA,"2","ConEnriched"
"AIPGENE18483",NA,NA,NA,NA,NA,22.6040433487298,23.0344032803841,22.8711806280446,NA,NA,NA,NA,NA,NA,NA,NA,"Swiss-Prot","sp|O16259|STIP1_CAEEL","Stress-induced-phosphoprotein 1 OS=Caenorhabditis elegans GN=sti-1 PE=1 SV=1",1381,320,65.47,65.47,"43/121","35.54%","8.76%",8.34e-10,"""GO:0000003,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005737,GO:0006140,GO:0006950,GO:0007275,GO:0008150,GO:0008340,GO:0009118,GO:0009266,GO:0009408,GO:0009628,GO:0009894,GO:0019219,GO:0019220,GO:0019222,GO:0030544,GO:0030811,GO:0031072,GO:0031323,GO:0031329,GO:0032501,GO:0032502,GO:0032780,GO:0033121,GO:0043086,GO:0043462,GO:0044092,GO:0044424,GO:0044464,GO:0044699,GO:0044707,GO:0044767,GO:0050789,GO:0050790,GO:0050794,GO:0050896,GO:0051171,GO:0051174,GO:0051336,GO:0051346,GO:0051879,GO:0065007,GO:0065009,GO:0080090,GO:1900542""",NA,NA,"0","ConEnriched"
"AIPGENE18500",NA,NA,NA,NA,23.3200651016887,22.4241338863382,24.2962299947592,24.1259545852799,24.3687728931515,23.2560358698512,NA,NA,NA,NA,NA,NA,"Swiss-Prot","sp|Q9CPW4|ARPC5_MOUSE","Actin-related protein 2/3 complex subunit 5 OS=Mus musculus GN=Arpc5 PE=2 SV=3",150,151,160.23,160.23,"82/151","54.30%","99.33%",1.16e-48,"""GO:0003674,GO:0003779,GO:0005488,GO:0005515,GO:0005575,GO:0005737,GO:0005856,GO:0005885,GO:0008064,GO:0008092,GO:0008150,GO:0009987,GO:0016043,GO:0030027,GO:0030832,GO:0030833,GO:0032271,GO:0032535,GO:0032956,GO:0032970,GO:0032991,GO:0033043,GO:0042995,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043234,GO:0043254,GO:0044087,GO:0044422,GO:0044424,GO:0044430,GO:0044446,GO:0044464,GO:0044699,GO:0044763,GO:0050789,GO:0050794,GO:0051128,GO:0051493,GO:0065007,GO:0065008,GO:0071840,GO:0090066""",0.841277676640723,7.06724538317725e-12,"0","ConEnriched"
"AIPGENE18514",NA,NA,NA,NA,23.5754619292883,23.3395015466641,NA,23.1160260667974,23.2692839566817,22.206540765501,NA,NA,NA,NA,NA,NA,"nr","gi|156375816|ref|XP_001630275.1|","predicted protein [Nematostella vectensis] >gi|156217292|gb|EDO38212.1| predicted protein [Nematostella vectensis]",327,482,281.57,361.67,"175/334","52.40%","98.78%",4.16e-87,"",NA,NA,"0","ConEnriched"
"AIPGENE18555",NA,NA,NA,NA,23.379863256184,22.9527490066659,23.4043740053722,22.9940554120943,22.8722673482533,23.29201212291,NA,NA,NA,NA,NA,NA,"Swiss-Prot","sp|P61765|STXB1_RAT","Syntaxin-binding protein 1 OS=Rattus norvegicus GN=Stxbp1 PE=1 SV=1",131,594,152.91,152.91,"73/130","56.15%","97.71%",7.65e-43,"""GO:0000149,GO:0001505,GO:0002576,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005737,GO:0005739,GO:0005829,GO:0005886,GO:0006810,GO:0006836,GO:0006887,GO:0006904,GO:0006996,GO:0007154,GO:0007155,GO:0007267,GO:0007268,GO:0007269,GO:0007274,GO:0007412,GO:0008150,GO:0009987,GO:0010468,GO:0010608,GO:0010646,GO:0010648,GO:0010807,GO:0010941,GO:0015031,GO:0016020,GO:0016023,GO:0016043,GO:0016050,GO:0016188,GO:0016192,GO:0016337,GO:0017075,GO:0017157,GO:0017158,GO:0019222,GO:0019899,GO:0019900,GO:0019901,GO:0019904,GO:0019905,GO:0021700,GO:0022406,GO:0022610,GO:0023051,GO:0023052,GO:0023057,GO:0023061,GO:0030141,GO:0031091,GO:0031410,GO:0031647,GO:0031982,GO:0031988,GO:0032228,GO:0032229,GO:0032502,GO:0032879,GO:0032940,GO:0032991,GO:0034109,GO:0042802,GO:0042981,GO:0043066,GO:0043067,GO:0043069,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043234,GO:0043254,GO:0043523,GO:0043524,GO:0044087,GO:0044424,GO:0044444,GO:0044464,GO:0044699,GO:0044700,GO:0044763,GO:0044765,GO:0044767,GO:0045184,GO:0045921,GO:0045956,GO:0046903,GO:0046928,GO:0047485,GO:0048167,GO:0048278,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0050789,GO:0050794,GO:0050804,GO:0050805,GO:0050821,GO:0051046,GO:0051047,GO:0051049,GO:0051050,GO:0051128,GO:0051234,GO:0051588,GO:0051649,GO:0060255,GO:0060292,GO:0060341,GO:0060548,GO:0060627,GO:0065007,GO:0065008,GO:0070527,GO:0071702,GO:0071840,GO:0098602,GO:1901214,GO:1901215,GO:1902589,GO:1902803,GO:2000300""",0.507864228693354,0.000585399090794308,"0","ConEnriched"
"AIPGENE18556",NA,NA,NA,NA,23.6371313504013,22.9628199001135,NA,24.377008167098,23.1667138330778,NA,NA,NA,NA,NA,NA,NA,"TrEMBL","tr|A7SU74|A7SU74_NEMVE","Predicted protein OS=Nematostella vectensis GN=v1g247432 PE=4 SV=1",501,440,104.38,208.37,"125/303","41.25%","59.28%",9.59e-21,"""GO:0005575,GO:0005622,GO:0007165,GO:0008150,GO:0009987,GO:0010941,GO:0042981,GO:0043067,GO:0044464,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0065007""",0.735729551683472,4.97583848431385e-07,"0","ConEnriched"
"AIPGENE18572",NA,NA,NA,NA,NA,24.3307468719764,23.8277212064353,23.920841985651,22.614532227265,23.9976517033446,NA,NA,NA,NA,NA,NA,"Swiss-Prot","sp|Q5ZJW4|SC22B_CHICK","Vesicle-trafficking protein SEC22b OS=Gallus gallus GN=SEC22B PE=2 SV=1",158,215,201.44,201.44,"92/157","58.60%","99.37%",6.75e-64,"""GO:0000139,GO:0005575,GO:0005783,GO:0005789,GO:0005794,GO:0006810,GO:0008150,GO:0015031,GO:0016020,GO:0016021,GO:0016192,GO:0031090,GO:0033116,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044431,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0045184,GO:0051234,GO:0071702,GO:0098588,GO:0098589""",0.896458001703183,4.93093867691191e-05,"1","ConEnriched"
"AIPGENE18576",NA,NA,NA,NA,24.3087223349944,25.0224702431808,24.5051069080561,25.9986945711643,25.9877860976585,24.4239191566638,NA,NA,NA,NA,NA,NA,"Swiss-Prot","sp|P52826|CACP_COLLI","Carnitine O-acetyltransferase OS=Columba livia GN=CRAT PE=1 SV=1",632,627,545.04,545.04,"272/592","45.95%","93.20%",0,"""GO:0003674,GO:0003824,GO:0004092,GO:0005575,GO:0005739,GO:0005743,GO:0005777,GO:0005783,GO:0006082,GO:0006629,GO:0006631,GO:0006810,GO:0008150,GO:0008152,GO:0008374,GO:0009987,GO:0016020,GO:0016406,GO:0016407,GO:0016413,GO:0016740,GO:0016746,GO:0016747,GO:0019752,GO:0019866,GO:0031090,GO:0031966,GO:0032787,GO:0042579,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0044237,GO:0044238,GO:0044255,GO:0044281,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0051234,GO:0071704""",2.41724487200969,0.0270647125966065,"0","ConEnriched"
"AIPGENE18589",NA,NA,NA,NA,26.1092578956391,25.6162668715074,25.8394856997127,26.0049717433555,26.1675382896327,26.1818385930027,NA,NA,NA,NA,NA,NA,"Swiss-Prot","sp|P23514|COPB_RAT","Coatomer subunit beta OS=Rattus norvegicus GN=Copb1 PE=1 SV=1",957,953,1412.9,1412.9,"681/956","71.23%","99.58%",0,"""GO:0000139,GO:0003674,GO:0005198,GO:0005488,GO:0005515,GO:0005575,GO:0005737,GO:0005783,GO:0005793,GO:0005794,GO:0005798,GO:0005886,GO:0006810,GO:0006886,GO:0006890,GO:0006891,GO:0008150,GO:0012506,GO:0015031,GO:0016020,GO:0016023,GO:0016192,GO:0030117,GO:0030120,GO:0030126,GO:0030135,GO:0030137,GO:0030659,GO:0030660,GO:0030662,GO:0030663,GO:0031090,GO:0031410,GO:0031982,GO:0031988,GO:0032991,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043234,GO:0044422,GO:0044424,GO:0044425,GO:0044431,GO:0044433,GO:0044444,GO:0044446,GO:0044464,GO:0044699,GO:0044765,GO:0045184,GO:0046907,GO:0048193,GO:0051234,GO:0051649,GO:0071702,GO:0098588,GO:1902582""",NA,NA,"0","ConEnriched"
"AIPGENE18598",NA,NA,NA,NA,23.0898617438023,21.3741120984469,23.4045679089127,24.7299929425144,23.7144998068574,24.1732479449075,NA,NA,NA,NA,NA,NA,"TrEMBL","tr|A7STF8|A7STF8_NEMVE","Predicted protein (Fragment) OS=Nematostella vectensis GN=v1g131035 PE=4 SV=1",547,263,177.95,224.16,"143/344","41.57%","60.69%",1.27e-47,"""GO:0003674,GO:0003824,GO:0003950,GO:0008150,GO:0008152,GO:0016740,GO:0016757,GO:0016763""",0.620528502794702,0.00116850746430039,"0","ConEnriched"
"AIPGENE18684",NA,NA,NA,NA,23.2386808868326,23.2934278723186,22.8991646718614,NA,23.120543650663,NA,NA,NA,NA,NA,NA,NA,"nr","gi|156406941|ref|XP_001641303.1|","predicted protein [Nematostella vectensis] >gi|156228441|gb|EDO49240.1| predicted protein [Nematostella vectensis]",234,836,80.49,158.29,"101/358","28.21%","91.45%",5.63e-14,"",NA,NA,"0","ConEnriched"
