Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Control_1 Spectral Count	Control_2 Spectral Count	Control_3 Spectral Count	Control_4 Spectral Count	Control_5 Spectral Count	Control_6 Spectral Count	Symbiosome_1 Spectral Count	Symbiosome_2 Spectral Count	Symbiosome_3 Spectral Count	Symbiosome_4 Spectral Count	Symbiosome_5 Spectral Count	Symbiosome_6 Spectral Count	Control_1 Unique Spectral Count	Control_2 Unique Spectral Count	Control_3 Unique Spectral Count	Control_4 Unique Spectral Count	Control_5 Unique Spectral Count	Control_6 Unique Spectral Count	Symbiosome_1 Unique Spectral Count	Symbiosome_2 Unique Spectral Count	Symbiosome_3 Unique Spectral Count	Symbiosome_4 Unique Spectral Count	Symbiosome_5 Unique Spectral Count	Symbiosome_6 Unique Spectral Count	Control_1 Total Spectral Count	Control_2 Total Spectral Count	Control_3 Total Spectral Count	Control_4 Total Spectral Count	Control_5 Total Spectral Count	Control_6 Total Spectral Count	Symbiosome_1 Total Spectral Count	Symbiosome_2 Total Spectral Count	Symbiosome_3 Total Spectral Count	Symbiosome_4 Total Spectral Count	Symbiosome_5 Total Spectral Count	Symbiosome_6 Total Spectral Count	Control_1 Intensity	Control_2 Intensity	Control_3 Intensity	Control_4 Intensity	Control_5 Intensity	Control_6 Intensity	Symbiosome_1 Intensity	Symbiosome_2 Intensity	Symbiosome_3 Intensity	Symbiosome_4 Intensity	Symbiosome_5 Intensity	Symbiosome_6 Intensity	Control_1 MaxLFQ Intensity	Control_2 MaxLFQ Intensity	Control_3 MaxLFQ Intensity	Control_4 MaxLFQ Intensity	Control_5 MaxLFQ Intensity	Control_6 MaxLFQ Intensity	Symbiosome_1 MaxLFQ Intensity	Symbiosome_2 MaxLFQ Intensity	Symbiosome_3 MaxLFQ Intensity	Symbiosome_4 MaxLFQ Intensity	Symbiosome_5 MaxLFQ Intensity	Symbiosome_6 MaxLFQ Intensity	Indistinguishable Proteins
AIPGENE16000	AIPGENE16000	AIPGENE16000		389			AIPGENE16000	1.0	0.9987	3	16	16	16	1	2	2	2	8	1	0	0	0	0	0	0	1	2	2	2	8	1	0	0	0	0	0	0	1	2	2	2	8	1	0	0	0	0	0	0	5727511.0	8473945.0	6090206.5	0.0	2.0108276E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE16005	AIPGENE16005	AIPGENE16005		702			AIPGENE16005	1.0	0.999	19	176	176	176	47	25	16	21	32	20	1	5	7	0	0	2	47	25	16	21	32	20	1	5	7	0	0	2	47	25	16	21	32	20	1	5	7	0	0	2	4.50174848E8	2.5871424E8	2.53919856E8	1.72588416E8	1.80386752E8	2.26027792E8	2.3368616E7	4.1276468E7	4.4975944E7	0.0	0.0	5100382.0	1.26163544E8	8.7416456E7	8.2251792E7	6.086974E7	6.0744084E7	8.8872152E7	2.5741894E7	2.3488682E7	2.8651882E7	0.0	0.0	0.0	
AIPGENE16016	AIPGENE16016	AIPGENE16016		156			AIPGENE16016	0.9992	0.9962	6	3	3	124	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	16	14	15	10	14	17	5	8	7	6	6	6	0.0	0.0	9845503.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE16035	AIPGENE16035	AIPGENE16035		442			AIPGENE16035	1.0	0.9949	3	6	6	6	1	1	0	1	2	1	0	0	0	0	0	0	1	1	0	1	2	1	0	0	0	0	0	0	1	1	0	1	2	1	0	0	0	0	0	0	0.0	4788070.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE1605	AIPGENE1605	AIPGENE1605		716			AIPGENE1605	0.987	0.9974	2	14	4	14	0	3	1	1	2	1	0	1	3	0	2	0	0	1	1	1	1	0	0	0	0	0	0	0	0	3	1	1	2	1	0	1	3	0	2	0	0.0	0.0	8386150.0	4550951.5	2.0112612E7	0.0	0.0	3.498452E7	4.8130292E7	0.0	4.342766E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE16052	AIPGENE16052	AIPGENE16052		888			AIPGENE16052	1.0	0.9964	2	10	0	10	2	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	2	2	2	0	0	0	0	0	0	0.0	0.0	6408778.0	3998554.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE16057	AIPGENE16057	AIPGENE16057		611			AIPGENE16057	1.0	0.9966	4	38	38	38	9	5	6	2	2	1	5	2	5	0	0	1	9	5	6	2	2	1	5	2	5	0	0	1	9	5	6	2	2	1	5	2	5	0	0	1	2.0084158E7	2.1938928E7	1.749905E7	1.3435225E7	1.0945917E7	0.0	2.2402412E7	0.0	5.4089296E7	0.0	0.0	0.0	1.6618807E7	2.16671E7	0.0	0.0	0.0	0.0	1.4539338E7	0.0	3.3143774E7	0.0	0.0	0.0	
AIPGENE16058	AIPGENE16058	AIPGENE16058		983			AIPGENE16058	1.0	0.9987	5	15	8	15	2	1	3	3	6	0	0	0	0	0	0	0	1	1	2	1	3	0	0	0	0	0	0	0	2	1	3	3	6	0	0	0	0	0	0	0	0.0	6691667.0	8124932.5	6641096.5	1.2258121E7	0.0	0.0	8428799.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE16077	AIPGENE16077	AIPGENE16077		625			AIPGENE16077	0.9386	0.9985	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2282549.5	0.0	0.0	0.0	6213194.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE16087	AIPGENE16087	AIPGENE16087		345			AIPGENE16087	1.0	0.9955	2	2	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	4700847.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE1610	AIPGENE1610	AIPGENE1610		1249			AIPGENE1610	1.0	0.9986	10	35	35	35	8	1	6	10	8	2	0	0	0	0	0	0	8	1	6	10	8	2	0	0	0	0	0	0	8	1	6	10	8	2	0	0	0	0	0	0	1.6307558E7	1.1547632E7	2.378958E7	2.5154854E7	1.6259639E7	6039140.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0564952E7	7700528.5	1.1685898E7	7548954.5	7260710.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE16106	AIPGENE16106	AIPGENE16106		262			AIPGENE16106	1.0	0.999	25	366	104	366	72	61	59	66	55	53	0	0	0	0	0	0	18	19	15	21	18	13	0	0	0	0	0	0	72	61	59	66	55	53	0	0	0	0	0	0	1.57213363E9	1.89771981E9	1.1082592E9	1.32265446E9	1.1976393E9	1.57055731E9	0.0	0.0	0.0	0.0	0.0	0.0	1.9835128E8	2.28185968E8	1.5430536E8	1.74249616E8	1.47381344E8	2.24184512E8	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE16110	AIPGENE16110	AIPGENE16110		248			AIPGENE16110	1.0	0.9986	3	9	9	9	1	0	2	4	2	0	0	0	0	0	0	0	1	0	2	4	2	0	0	0	0	0	0	0	1	0	2	4	2	0	0	0	0	0	0	0	0.0	2948772.5	0.0	1.909054E7	1.1962712E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE16117	AIPGENE16117	AIPGENE16117		228			AIPGENE16117	1.0	0.9984	1	23	0	23	3	3	3	7	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	7	4	3	0	0	0	0	0	0	1.1665896E7	1.3782183E7	1.2123325E7	3.952074E7	1.2603436E7	1.780463E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AIPGENE23511
AIPGENE16120	AIPGENE16120	AIPGENE16120		108			AIPGENE16120	0.9384	0.9985	1	3	3	3	2	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	4684858.5	6563191.0	5382628.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE16130	AIPGENE16130	AIPGENE16130		389			AIPGENE16130	1.0	0.9987	4	58	58	58	10	8	9	8	8	4	2	1	3	2	2	1	10	8	9	8	8	4	2	1	3	2	2	1	10	8	9	8	8	4	2	1	3	2	2	1	1.64777824E8	2.2455696E8	1.76246496E8	2.17612512E8	1.48684704E8	1.39606624E8	1.2457521E7	1.5134306E7	2.1045004E7	0.0	4511637.0	0.0	9.4974568E7	1.3266552E8	1.08955136E8	1.24671312E8	8.2549352E7	8.5697072E7	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE16132	AIPGENE16132	AIPGENE16132		342			AIPGENE16132	1.0	0.9972	3	8	1	8	3	0	0	2	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	2	3	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	7375445.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE16156	AIPGENE16156	AIPGENE16156		1080			AIPGENE16156	0.9519	0.9989	1	7	7	7	1	1	1	2	1	1	0	0	0	0	0	0	1	1	1	2	1	1	0	0	0	0	0	0	1	1	1	2	1	1	0	0	0	0	0	0	7450482.0	9364172.0	8261780.0	5364867.0	5921322.0	7549651.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE16159	AIPGENE16159	AIPGENE16159		243			AIPGENE16159	1.0	0.9983	6	59	59	59	1	2	2	5	7	1	8	7	14	2	6	4	1	2	2	5	7	1	8	7	14	2	6	4	1	2	2	5	7	1	8	7	14	2	6	4	9501168.0	0.0	1.4796038E7	1.5722403E7	2.4502714E7	1.3721013E7	9.0810784E7	3.9104496E7	2.01537184E8	1.9979036E7	3.3545392E7	1.0927793E7	0.0	0.0	0.0	0.0	1.5211261E7	0.0	3.2082436E7	2.4831308E7	4.7331404E7	0.0	2.2005252E7	0.0	
AIPGENE16177	AIPGENE16177	AIPGENE16177		382			AIPGENE16177	1.0	0.999	3	16	16	16	2	2	2	4	5	1	0	0	0	0	0	0	2	2	2	4	5	1	0	0	0	0	0	0	2	2	2	4	5	1	0	0	0	0	0	0	8513547.0	1.5077282E7	9883413.0	1.2241816E7	2.5379156E7	8646303.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE16183	AIPGENE16183	AIPGENE16183		309			AIPGENE16183	1.0	0.9966	1	14	14	14	0	0	0	0	0	0	2	2	6	1	1	2	0	0	0	0	0	0	2	2	6	1	1	2	0	0	0	0	0	0	2	2	6	1	1	2	0.0	0.0	6181699.0	0.0	0.0	0.0	1.22102E7	1.273687E7	3.7951832E7	0.0	5709139.0	9076107.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE16210	AIPGENE16210	AIPGENE16210		95			AIPGENE16210	1.0	0.999	6	17	0	102	0	2	4	4	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	18	15	14	14	12	3	2	6	5	2	1	0.0	2.1543038E7	6.5894536E7	3.9907588E7	4.2267496E7	8.3394432E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.491904E7	2.3999414E7	3.0710692E7	4.8788244E7	0.0	0.0	0.0	0.0	0.0	0.0	AIPGENE3154
AIPGENE16212	AIPGENE16212	AIPGENE16212		232			AIPGENE16212	0.9997	0.9988	6	6	0	94	1	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	14	13	8	16	14	2	2	5	3	3	2	1.2979067E7	8808323.0	1.3779588E7	3569008.8	6970328.0	7302194.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AIPGENE17389
AIPGENE16218	AIPGENE16218	AIPGENE16218		202			AIPGENE16218	0.6338	0.987	1	4	4	4	1	0	1	0	2	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0.0	0.0	5830045.0	0.0	3269596.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE16230	AIPGENE16230	AIPGENE16230		440			AIPGENE16230	1.0	0.999	31	282	282	282	55	36	35	39	51	36	6	5	12	1	3	3	55	36	35	39	51	36	6	5	12	1	3	3	55	36	35	39	51	36	6	5	12	1	3	3	6.5644915E8	6.411671E8	5.7723021E8	6.1198278E8	6.9012064E8	4.6875936E8	1.6082168E7	5.1202E7	1.13208E8	0.0	1.1501548E7	9199860.0	1.09481584E8	1.08650552E8	1.12842552E8	1.15370136E8	1.1823108E8	1.04931072E8	0.0	2.5076448E7	6.3917788E7	0.0	0.0	0.0	
AIPGENE16238	AIPGENE16238	AIPGENE16238		809			AIPGENE16238	1.0	0.9971	4	16	16	16	5	2	4	3	2	0	0	0	0	0	0	0	5	2	4	3	2	0	0	0	0	0	0	0	5	2	4	3	2	0	0	0	0	0	0	0	3996140.0	0.0	1.0049863E7	1.2888312E7	1.0954754E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7522438.5	6653587.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE16273	AIPGENE16273	AIPGENE16273		321			AIPGENE16273	1.0	0.9983	2	13	13	13	4	2	2	1	4	0	0	0	0	0	0	0	4	2	2	1	4	0	0	0	0	0	0	0	4	2	2	1	4	0	0	0	0	0	0	0	9058481.0	9953426.0	1.498626E7	8409806.0	1.0595684E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7871352.0	1.2130669E7	0.0	6561344.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE16275	AIPGENE16275	AIPGENE16275		263			AIPGENE16275	0.9999	0.9959	2	14	14	14	3	0	4	2	3	2	0	0	0	0	0	0	3	0	4	2	3	2	0	0	0	0	0	0	3	0	4	2	3	2	0	0	0	0	0	0	4413231.0	0.0	3598033.2	0.0	1.0532955E7	4277630.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE1628	AIPGENE1628	AIPGENE1628		411			AIPGENE1628	0.9898	0.9925	2	4	4	4	2	1	0	1	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	6422602.0	3692274.5	0.0	8207746.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE16281	AIPGENE16281	AIPGENE16281		331			AIPGENE16281	1.0	0.9985	5	19	0	19	5	3	2	5	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	2	5	3	1	0	0	0	0	0	0	7734005.0	1.3062139E7	1.3103752E7	1.2358053E7	1.0236081E7	4170301.5	0.0	0.0	0.0	0.0	0.0	0.0	6501740.0	6772012.5	5440094.5	5401342.0	5161584.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AIPGENE16282, AIPGENE16283
AIPGENE16290	AIPGENE16290	AIPGENE16290		1166			AIPGENE16290	1.0	0.9955	4	10	10	10	4	0	2	1	3	0	0	0	0	0	0	0	4	0	2	1	3	0	0	0	0	0	0	0	4	0	2	1	3	0	0	0	0	0	0	0	2683941.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE16319	AIPGENE16319	AIPGENE16319		402			AIPGENE16319	1.0	0.9972	3	22	22	22	0	0	0	0	2	0	7	3	3	1	6	0	0	0	0	0	2	0	7	3	3	1	6	0	0	0	0	0	2	0	7	3	3	1	6	0	0.0	0.0	0.0	0.0	0.0	0.0	4.5667308E7	1.3820701E7	3.1324876E7	0.0	3.8791784E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8274136E7	0.0	0.0	0.0	1.4230162E7	0.0	
AIPGENE16346	AIPGENE16346	AIPGENE16346		540			AIPGENE16346	1.0	0.999	8	30	0	30	7	4	4	6	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	4	6	7	2	0	0	0	0	0	0	1.04371416E8	3.2390772E7	1.7954204E7	1.5692928E8	1.4084032E8	1.6441378E7	0.0	0.0	0.0	0.0	0.0	0.0	3.0858664E7	5.70434E7	2.6385668E7	5.9325648E7	4.6470372E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AIPGENE2301
AIPGENE16365	AIPGENE16365	AIPGENE16365		403			AIPGENE16365	1.0	0.9983	2	3	3	3	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	6950434.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE16369	AIPGENE16369	AIPGENE16369		502			AIPGENE16369	1.0	0.9979	4	8	8	8	4	0	0	3	1	0	0	0	0	0	0	0	4	0	0	3	1	0	0	0	0	0	0	0	4	0	0	3	1	0	0	0	0	0	0	0	1.1106642E7	6060220.5	9284240.0	6809344.0	4388824.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8024057.5	4502615.0	7153664.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE16376	AIPGENE16376	AIPGENE16376		433			AIPGENE16376	1.0	0.9975	2	4	4	4	2	1	0	0	1	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	3817368.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE16377	AIPGENE16377	AIPGENE16377		624			AIPGENE16377	1.0	0.9989	4	9	9	9	3	0	1	1	4	0	0	0	0	0	0	0	3	0	1	1	4	0	0	0	0	0	0	0	3	0	1	1	4	0	0	0	0	0	0	0	8430968.0	0.0	9189120.0	0.0	9323771.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE16379	AIPGENE16379	AIPGENE16379		1594			AIPGENE16379	1.0	0.9978	2	10	10	10	4	0	2	1	2	1	0	0	0	0	0	0	4	0	2	1	2	1	0	0	0	0	0	0	4	0	2	1	2	1	0	0	0	0	0	0	1.3423308E7	5556297.0	9356995.0	0.0	8831054.0	907834.3	0.0	0.0	0.0	0.0	0.0	0.0	8299111.5	0.0	7158487.5	0.0	6770711.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE16380	AIPGENE16380	AIPGENE16380		277			AIPGENE16380	1.0	0.9986	5	16	16	16	1	2	1	8	2	1	0	0	1	0	0	0	1	2	1	8	2	1	0	0	1	0	0	0	1	2	1	8	2	1	0	0	1	0	0	0	5593737.0	1.9697072E7	5760518.0	2.3119304E7	1.2127667E7	9253727.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5274501E7	0.0	1.6685533E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE16386	AIPGENE16386	AIPGENE16386		246			AIPGENE16386	1.0	0.9988	2	38	38	38	0	0	0	0	0	0	5	7	8	7	5	6	0	0	0	0	0	0	5	7	8	7	5	6	0	0	0	0	0	0	5	7	8	7	5	6	0.0	0.0	0.0	0.0	0.0	0.0	3.4671408E7	2.962634E7	8.5819392E7	2.4990784E7	3.2209718E7	2.9298114E7	0.0	0.0	0.0	0.0	0.0	0.0	1.9210942E7	1.6454838E7	3.439278E7	1.3770121E7	1.3656613E7	1.6391757E7	
AIPGENE16412	AIPGENE16412	AIPGENE16412		275			AIPGENE16412	1.0	0.999	16	106	106	106	37	17	8	15	16	11	0	1	1	0	0	0	37	17	8	15	16	11	0	1	1	0	0	0	37	17	8	15	16	11	0	1	1	0	0	0	3.22761312E8	2.09278208E8	1.43313088E8	8.382612E7	1.05929456E8	1.60419952E8	3845699.0	0.0	0.0	0.0	0.0	0.0	4.32657E7	3.6836948E7	2.3005312E7	2.3469804E7	2.5145952E7	5.0067772E7	6967889.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE16421	AIPGENE16421	AIPGENE16421		148			AIPGENE16421	0.9056	0.9976	1	7	7	7	2	0	1	3	1	0	0	0	0	0	0	0	2	0	1	3	1	0	0	0	0	0	0	0	2	0	1	3	1	0	0	0	0	0	0	0	2874337.5	4665212.5	0.0	6021756.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE16434	AIPGENE16434	AIPGENE16434		506			AIPGENE16434	0.9998	0.9928	1	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2874031.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE16435	AIPGENE16435	AIPGENE16435		4367			AIPGENE16435	1.0	0.9987	26	73	1	73	18	6	9	7	29	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	18	6	9	7	29	4	0	0	0	0	0	0	3.849014E7	2.6793382E7	4.926428E7	3.1417588E7	6.208078E7	6903745.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6493517E7	1.4463455E7	1.701851E7	1.4678047E7	1.7218728E7	1.2051444E7	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE16438	AIPGENE16438	AIPGENE16438		1156			AIPGENE16438	0.9785	0.9978	2	17	17	27	0	0	0	0	0	0	3	3	5	2	1	3	0	0	0	0	0	0	3	3	5	2	1	3	0	2	0	0	1	1	3	4	8	2	3	3	0.0	0.0	0.0	0.0	0.0	0.0	1.816252E7	1.3385354E7	3.1905718E7	1.1629364E7	1.311352E7	1.2123311E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE16461	AIPGENE16461	AIPGENE16461		141			AIPGENE16461	1.0	0.999	13	117	117	117	21	10	19	21	27	18	0	0	1	0	0	0	21	10	19	21	27	18	0	0	1	0	0	0	21	10	19	21	27	18	0	0	1	0	0	0	4.06038784E8	3.90948704E8	6.042E8	6.0553728E8	7.6664614E8	6.6196013E8	0.0	0.0	1.9918562E7	0.0	0.0	0.0	2.28688272E8	2.09081344E8	3.1985536E8	3.08462496E8	3.54654752E8	3.39735616E8	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE16463	AIPGENE16463	AIPGENE16463		533			AIPGENE16463	1.0	0.999	11	46	46	46	7	1	7	12	15	3	0	1	0	0	0	0	7	1	7	12	15	3	0	1	0	0	0	0	7	1	7	12	15	3	0	1	0	0	0	0	5.245604E7	6287211.0	8.6561584E7	4.5688524E7	5.5999664E7	0.0	0.0	1.6891318E7	0.0	0.0	1.0694028E7	0.0	2.311229E7	0.0	3.339611E7	3.8263444E7	3.2810016E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE16477	AIPGENE16477	AIPGENE16477		312			AIPGENE16477	1.0	0.999	14	101	101	101	23	14	9	12	19	19	0	5	0	0	0	0	23	14	9	12	19	19	0	5	0	0	0	0	23	14	9	12	19	19	0	5	0	0	0	0	1.24641616E8	7.9040264E7	9.3638488E7	7.2007864E7	1.20897896E8	1.257182E8	0.0	3.9759952E7	1.8543188E7	0.0	0.0	0.0	2.8302442E7	1.8558302E7	2.3263718E7	1.9031458E7	2.6001028E7	2.8171152E7	0.0	1.6496429E7	0.0	0.0	0.0	0.0	
AIPGENE16479	AIPGENE16479	AIPGENE16479		424			AIPGENE16479	1.0	0.996	2	3	0	3	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AIPGENE26642
AIPGENE16517	AIPGENE16517	AIPGENE16517		513			AIPGENE16517	0.9999	0.9915	2	7	7	7	1	0	2	0	1	1	1	0	0	0	1	0	1	0	2	0	1	1	1	0	0	0	1	0	1	0	2	0	1	1	1	0	0	0	1	0	9936228.0	0.0	6127684.0	0.0	3275121.0	2916454.8	1.220779E7	0.0	0.0	0.0	2641256.5	0.0	5773161.0	0.0	3471343.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE16537	AIPGENE16537	AIPGENE16537		654			AIPGENE16537	0.9998	0.9947	2	3	3	3	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE16544	AIPGENE16544	AIPGENE16544		603			AIPGENE16544	1.0	0.999	35	311	311	311	54	31	34	34	60	33	7	9	17	9	13	10	54	31	34	34	60	33	7	9	17	9	13	10	54	31	34	34	60	33	7	9	17	9	13	10	6.9564186E8	5.3690534E8	5.6373203E8	5.9823232E8	6.8617856E8	5.02058016E8	5.0525768E7	9.8048792E7	2.13749184E8	3.0093766E7	5.0418776E7	3.8180448E7	8.5009008E7	7.2863648E7	7.594788E7	7.6898336E7	8.001E7	7.008688E7	2.898496E7	2.9180652E7	4.9520644E7	1.7868844E7	1.6482497E7	1.8784754E7	
