Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Control_1 Spectral Count	Control_2 Spectral Count	Control_3 Spectral Count	Control_4 Spectral Count	Control_5 Spectral Count	Control_6 Spectral Count	Symbiosome_1 Spectral Count	Symbiosome_2 Spectral Count	Symbiosome_3 Spectral Count	Symbiosome_4 Spectral Count	Symbiosome_5 Spectral Count	Symbiosome_6 Spectral Count	Control_1 Unique Spectral Count	Control_2 Unique Spectral Count	Control_3 Unique Spectral Count	Control_4 Unique Spectral Count	Control_5 Unique Spectral Count	Control_6 Unique Spectral Count	Symbiosome_1 Unique Spectral Count	Symbiosome_2 Unique Spectral Count	Symbiosome_3 Unique Spectral Count	Symbiosome_4 Unique Spectral Count	Symbiosome_5 Unique Spectral Count	Symbiosome_6 Unique Spectral Count	Control_1 Total Spectral Count	Control_2 Total Spectral Count	Control_3 Total Spectral Count	Control_4 Total Spectral Count	Control_5 Total Spectral Count	Control_6 Total Spectral Count	Symbiosome_1 Total Spectral Count	Symbiosome_2 Total Spectral Count	Symbiosome_3 Total Spectral Count	Symbiosome_4 Total Spectral Count	Symbiosome_5 Total Spectral Count	Symbiosome_6 Total Spectral Count	Control_1 Intensity	Control_2 Intensity	Control_3 Intensity	Control_4 Intensity	Control_5 Intensity	Control_6 Intensity	Symbiosome_1 Intensity	Symbiosome_2 Intensity	Symbiosome_3 Intensity	Symbiosome_4 Intensity	Symbiosome_5 Intensity	Symbiosome_6 Intensity	Control_1 MaxLFQ Intensity	Control_2 MaxLFQ Intensity	Control_3 MaxLFQ Intensity	Control_4 MaxLFQ Intensity	Control_5 MaxLFQ Intensity	Control_6 MaxLFQ Intensity	Symbiosome_1 MaxLFQ Intensity	Symbiosome_2 MaxLFQ Intensity	Symbiosome_3 MaxLFQ Intensity	Symbiosome_4 MaxLFQ Intensity	Symbiosome_5 MaxLFQ Intensity	Symbiosome_6 MaxLFQ Intensity	Indistinguishable Proteins
AIPGENE12082	AIPGENE12082	AIPGENE12082		472			AIPGENE12082	1.0	0.999	5	173	173	173	11	8	7	9	10	12	15	23	18	20	16	24	11	8	7	9	10	12	15	23	18	20	16	24	11	8	7	9	10	12	15	23	18	20	16	24	4.7573784E7	5.450338E7	3.650619E7	6.6387588E7	7.738597E7	8.264339E7	4.1223184E8	4.075951E8	7.300463E8	4.6978483E8	2.8290266E8	2.9307446E8	2.1474078E7	2.6389794E7	2.4457472E7	2.1245764E7	2.8487244E7	3.6463036E7	1.09054856E8	1.0961929E8	2.1834392E8	1.2483864E8	8.698955E7	7.757621E7	
AIPGENE12087	AIPGENE12087	AIPGENE12087		307			AIPGENE12087	1.0	0.9987	4	19	11	19	5	1	1	6	4	2	0	0	0	0	0	0	2	1	0	5	3	0	0	0	0	0	0	0	5	1	1	6	4	2	0	0	0	0	0	0	3.2142696E7	1.219556E7	1.4927463E7	2.5283194E7	1.946926E7	2.3330824E7	0.0	0.0	0.0	0.0	0.0	0.0	2.2439492E7	0.0	0.0	1.3351307E7	1.2950858E7	1.2972568E7	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE12090	AIPGENE12090	AIPGENE12090		126			AIPGENE12090	1.0	0.9989	6	46	46	46	3	4	5	8	8	7	3	1	4	1	1	1	3	4	5	8	8	7	3	1	4	1	1	1	3	4	5	8	8	7	3	1	4	1	1	1	2.4551482E7	5.8492656E7	1.2804664E8	1.4403755E8	8.423E7	6.775112E7	2.3925436E7	1.0363924E7	2.3921144E7	0.0	6386852.5	1.1784164E7	0.0	3.973503E7	4.595279E7	4.9794668E7	3.6540612E7	4.1922124E7	1.7974688E7	0.0	0.0	0.0	0.0	0.0	
AIPGENE12093	AIPGENE12093	AIPGENE12093		297			AIPGENE12093	1.0	0.9951	3	4	4	4	2	0	0	1	1	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	2515158.5	0.0	0.0	3046928.2	3713843.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE12094	AIPGENE12094	AIPGENE12094		1164			AIPGENE12094	1.0	0.9986	3	3	3	3	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	6323777.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE12097	AIPGENE12097	AIPGENE12097		318			AIPGENE12097	0.8393	0.9961	1	10	10	10	0	0	0	0	0	0	1	2	2	1	2	2	0	0	0	0	0	0	1	2	2	1	2	2	0	0	0	0	0	0	1	2	2	1	2	2	0.0	0.0	0.0	0.0	0.0	0.0	9247799.0	2.0931652E7	2.8245534E7	7256246.5	1.1370827E7	1.2864016E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE12098	AIPGENE12098	AIPGENE12098		225			AIPGENE12098	1.0	0.9988	2	6	6	6	2	0	1	2	1	0	0	0	0	0	0	0	2	0	1	2	1	0	0	0	0	0	0	0	2	0	1	2	1	0	0	0	0	0	0	0	6499592.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE12099	AIPGENE12099	AIPGENE12099		765			AIPGENE12099	0.9965	0.993	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1976341.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE12101	AIPGENE12101	AIPGENE12101		633			AIPGENE12101	1.0	0.999	6	48	48	48	9	4	7	10	8	10	0	0	0	0	0	0	9	4	7	10	8	10	0	0	0	0	0	0	9	4	7	10	8	10	0	0	0	0	0	0	7.339016E7	4.8346656E7	5.0252056E7	5.5471124E7	4.9108896E7	5.6361856E7	0.0	0.0	0.0	0.0	0.0	0.0	3.1995956E7	2.8741574E7	2.6391982E7	2.6369524E7	2.3563898E7	2.815446E7	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE12102	AIPGENE12102	AIPGENE12102		443			AIPGENE12102	1.0	0.9976	2	10	10	10	3	0	1	2	3	1	0	0	0	0	0	0	3	0	1	2	3	1	0	0	0	0	0	0	3	0	1	2	3	1	0	0	0	0	0	0	5431667.5	0.0	0.0	6781208.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE12131	AIPGENE12131	AIPGENE12131		537			AIPGENE12131	1.0	0.9975	3	5	0	5	1	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	2	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AIPGENE12192
AIPGENE12138	AIPGENE12138	AIPGENE12138		318			AIPGENE12138	1.0	0.999	13	178	178	178	10	13	12	11	22	14	15	22	17	14	11	17	10	13	12	11	22	14	15	22	17	14	11	17	10	13	12	11	22	14	15	22	17	14	11	17	1.0854618E8	1.687447E8	1.2629479E8	1.0772417E8	1.9173824E8	1.9687333E8	1.7338162E8	2.9424864E8	4.3885504E8	1.1174096E8	8.295431E7	1.6283397E8	2.4909456E7	4.1913148E7	2.8230854E7	2.6760224E7	3.4200332E7	4.2804404E7	3.660734E7	5.021273E7	7.5893496E7	2.7602644E7	2.1083078E7	3.618172E7	
AIPGENE1216	AIPGENE1216	AIPGENE1216		746			AIPGENE1216	1.0	0.9985	4	29	29	29	5	2	3	3	5	1	2	2	2	1	1	2	5	2	3	3	5	1	2	2	2	1	1	2	5	2	3	3	5	1	2	2	2	1	1	2	1.6024966E7	9271243.0	1.4350031E7	1.3158465E7	1.0227233E7	1.4221571E7	6371120.5	1.4528588E7	2.1983536E7	1.1117626E7	5798712.5	1.0561713E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE12161	AIPGENE12161	AIPGENE12161		119			AIPGENE12161	1.0	0.9989	8	39	39	39	7	6	4	7	12	1	0	0	1	0	1	0	7	6	4	7	12	1	0	0	1	0	1	0	7	6	4	7	12	1	0	0	1	0	1	0	7.052874E7	1.0163999E8	1.0383911E8	1.3826926E8	8.9146056E7	4.368173E7	0.0	0.0	0.0	0.0	4558742.0	0.0	3.56895E7	4.9276828E7	4.6161532E7	6.726973E7	4.4653984E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE12166	AIPGENE12166	AIPGENE12166		366			AIPGENE12166	1.0	0.9977	4	16	16	16	5	2	1	6	2	0	0	0	0	0	0	0	5	2	1	6	2	0	0	0	0	0	0	0	5	2	1	6	2	0	0	0	0	0	0	0	3770638.2	8124648.0	4299120.5	0.0	2629078.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE12174	AIPGENE12174	AIPGENE12174		1400			AIPGENE12174	1.0	0.9989	25	130	130	130	37	13	20	17	29	14	0	0	0	0	0	0	37	13	20	17	29	14	0	0	0	0	0	0	37	13	20	17	29	14	0	0	0	0	0	0	2.4244526E8	1.2359553E8	1.6223091E8	1.508232E8	1.639155E8	1.0113052E8	0.0	0.0	0.0	0.0	0.0	0.0	3.492729E7	2.8198432E7	2.9305866E7	3.087364E7	3.1586498E7	2.7074396E7	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE12194	AIPGENE12194	AIPGENE12194		456			AIPGENE12194	1.0	0.9988	4	10	10	10	5	0	2	1	2	0	0	0	0	0	0	0	5	0	2	1	2	0	0	0	0	0	0	0	5	0	2	1	2	0	0	0	0	0	0	0	1.070293E7	4136223.0	1.684275E7	7650830.0	6513795.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6271366.0	0.0	5663514.0	0.0	3809757.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE122	AIPGENE122	AIPGENE122		1967			AIPGENE122	1.0	0.999	42	592	378	592	100	62	72	81	89	72	16	25	41	7	12	15	61	38	48	54	46	47	11	22	26	6	8	11	100	62	72	81	89	72	16	25	41	7	12	15	1.9071267E9	1.3745007E9	1.2090783E9	1.0475124E9	1.4008823E9	1.6839475E9	8.1683256E7	1.9703058E8	5.5592026E8	2.7679466E7	4.7096204E7	6.827816E7	1.8047712E8	1.5571074E8	1.3997163E8	1.1380222E8	1.33578136E8	1.7611283E8	2.7770214E7	3.511661E7	7.572559E7	1.1288698E7	1.8884584E7	1.8790384E7	
AIPGENE12227	AIPGENE12227	AIPGENE12227		123			AIPGENE12227	1.0	0.9988	4	107	107	107	10	4	7	4	12	7	11	13	12	10	10	7	10	4	7	4	12	7	11	13	12	10	10	7	10	4	7	4	12	7	11	13	12	10	10	7	2.2505691E8	9.682574E7	1.4853963E8	9.673418E7	1.7189018E8	1.9216995E8	1.622854E8	1.3305522E8	2.7847923E8	8.876963E7	1.0576786E8	1.070172E8	1.2431425E8	6.833233E7	9.690572E7	6.6143756E7	1.0100376E8	1.07470296E8	1.0084008E8	8.0851896E7	1.7413205E8	5.382236E7	7.1970696E7	7.4484776E7	
AIPGENE12254	AIPGENE12254	AIPGENE12254		308			AIPGENE12254	1.0	0.9988	3	22	6	22	5	2	2	4	4	0	1	1	2	0	0	1	2	0	0	3	1	0	0	0	0	0	0	0	5	2	2	4	4	0	1	1	2	0	0	1	3392036.8	0.0	3666713.0	6314558.0	7221572.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE12299	AIPGENE12299	AIPGENE12299		333			AIPGENE12299	1.0	0.999	20	421	420	421	80	66	72	68	78	56	0	1	0	0	0	0	79	66	72	68	78	56	0	1	0	0	0	0	80	66	72	68	78	56	0	1	0	0	0	0	1.4948243E9	1.6909947E9	1.4751866E9	1.6544352E9	1.5481336E9	1.5316285E9	0.0	0.0	9831053.0	0.0	0.0	0.0	2.2149763E8	2.838318E8	2.2900285E8	2.6179827E8	2.3955934E8	2.5578882E8	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE12314	AIPGENE12314	AIPGENE12314		222			AIPGENE12314	1.0	0.998	2	10	10	10	2	1	2	1	3	1	0	0	0	0	0	0	2	1	2	1	3	1	0	0	0	0	0	0	2	1	2	1	3	1	0	0	0	0	0	0	1.4612967E7	0.0	1.227932E7	1.5635978E7	1.9943784E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.220947E7	0.0	0.0	0.0	1.0879003E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE12315	AIPGENE12315	AIPGENE12315		174			AIPGENE12315	1.0	0.9989	4	28	28	28	4	2	1	4	4	5	0	4	3	0	0	1	4	2	1	4	4	5	0	4	3	0	0	1	4	2	1	4	4	5	0	4	3	0	0	1	3278018.5	1.9926688E7	0.0	4.536097E7	9735521.0	2.4072534E7	0.0	9206723.0	6.5397656E7	0.0	0.0	1.2963562E7	0.0	1.1806088E7	0.0	2.6750962E7	0.0	0.0	0.0	0.0	3.875893E7	0.0	0.0	0.0	
AIPGENE12332	AIPGENE12332	AIPGENE12332		509			AIPGENE12332	1.0	0.999	11	42	42	42	5	3	6	6	13	9	0	0	0	0	0	0	5	3	6	6	13	9	0	0	0	0	0	0	5	3	6	6	13	9	0	0	0	0	0	0	2.0632934E7	1.8761634E7	5.3951896E7	2.9349828E7	1.2394835E8	9.91489E7	0.0	0.0	0.0	0.0	0.0	0.0	1.788889E7	1.0894609E7	1.7619872E7	1.0633161E7	3.1180768E7	2.9852678E7	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE12375	AIPGENE12375	AIPGENE12375		637			AIPGENE12375	1.0	0.999	14	131	38	131	30	16	19	15	22	13	1	5	3	0	5	2	11	4	6	5	8	4	0	0	0	0	0	0	30	16	19	15	22	13	1	5	3	0	5	2	3.284285E8	1.3082929E8	1.6451477E8	1.0994136E8	1.4926923E8	1.5093264E8	4320733.5	4.4050704E7	5.1877696E7	0.0	3.6213456E7	1.2734392E7	6.5769496E7	3.7725696E7	3.724344E7	3.2391628E7	3.9695924E7	3.846295E7	0.0	2.3906982E7	2.805512E7	0.0	1.5175014E7	0.0	
AIPGENE12383	AIPGENE12383	AIPGENE12383		149			AIPGENE12383	0.9999	0.9925	2	3	3	3	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	7608638.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE12391	AIPGENE12391	AIPGENE12391		459			AIPGENE12391	1.0	0.999	11	97	97	97	17	12	10	14	18	14	2	2	3	2	1	2	17	12	10	14	18	14	2	2	3	2	1	2	17	12	10	14	18	14	2	2	3	2	1	2	1.7958568E8	2.4572411E8	1.5631296E8	1.522465E8	1.9118282E8	2.209939E8	1.6027875E7	2.7119796E7	1.1388468E8	1.8594846E7	1.6551441E7	1.6162854E7	5.9403724E7	7.28415E7	4.5697236E7	4.555128E7	5.208929E7	7.149675E7	0.0	2.191917E7	6.298976E7	0.0	0.0	0.0	
AIPGENE12437	AIPGENE12437	AIPGENE12437		613			AIPGENE12437	1.0	0.9989	8	13	13	73	2	1	3	2	3	2	0	0	0	0	0	0	2	1	3	2	3	2	0	0	0	0	0	0	17	7	13	8	13	8	0	3	1	0	3	0	6.339001E7	2.0868748E7	2.584067E7	1.9326138E7	2.0704084E7	3.4051372E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE12441	AIPGENE12441	AIPGENE12441		174			AIPGENE12441	1.0	0.9977	2	8	8	8	2	2	2	2	0	0	0	0	0	0	0	0	2	2	2	2	0	0	0	0	0	0	0	0	2	2	2	2	0	0	0	0	0	0	0	0	1.5824716E7	7291286.0	8226151.0	7535569.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE12462	AIPGENE12462	AIPGENE12462		1613			AIPGENE12462	0.8034	0.9951	1	5	5	5	2	0	1	1	1	0	0	0	0	0	0	0	2	0	1	1	1	0	0	0	0	0	0	0	2	0	1	1	1	0	0	0	0	0	0	0	1.1011195E7	0.0	6854874.0	6296421.0	5531532.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE12475	AIPGENE12475	AIPGENE12475		572			AIPGENE12475	1.0	0.999	14	98	98	98	23	16	9	14	19	14	0	0	2	0	0	1	23	16	9	14	19	14	0	0	2	0	0	1	23	16	9	14	19	14	0	0	2	0	0	1	1.32872744E8	1.2220445E8	9.4010184E7	1.2236733E8	1.06194696E8	1.5260563E8	0.0	0.0	8803538.0	0.0	0.0	0.0	2.9901384E7	3.0561668E7	2.8072508E7	3.105933E7	2.7956504E7	3.8638996E7	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE12477	AIPGENE12477	AIPGENE12477		913			AIPGENE12477	1.0	0.999	4	39	39	39	4	4	8	10	8	5	0	0	0	0	0	0	4	4	8	10	8	5	0	0	0	0	0	0	4	4	8	10	8	5	0	0	0	0	0	0	1.994781E7	3.3840296E7	3.465017E7	4.5001064E7	2.5661276E7	6331561.5	0.0	0.0	0.0	0.0	0.0	0.0	8498682.0	1.3036153E7	1.3897294E7	1.8023602E7	2.2351278E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE12483	AIPGENE12483	AIPGENE12483		3392			AIPGENE12483	1.0	0.9988	4	14	0	14	4	2	2	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	2	2	3	1	0	0	0	0	0	0	1.7483396E7	6818645.5	1.2041788E7	6862905.0	8313624.0	6650567.0	0.0	0.0	0.0	0.0	0.0	0.0	9179144.0	6973847.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AIPGENE12484
AIPGENE12489	AIPGENE12489	AIPGENE12489		150			AIPGENE12489	1.0	0.999	18	149	149	149	21	25	22	34	27	20	0	0	0	0	0	0	21	25	22	34	27	20	0	0	0	0	0	0	21	25	22	34	27	20	0	0	0	0	0	0	5.6552045E8	7.346683E8	7.14763E8	8.6697325E8	5.159568E8	5.3540534E8	0.0	0.0	0.0	0.0	0.0	0.0	2.3549854E8	2.9209846E8	2.8630294E8	3.6913923E8	2.4858258E8	2.3706954E8	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE12496	AIPGENE12496	AIPGENE12496		676			AIPGENE12496	1.0	0.999	40	799	626	799	116	97	104	108	115	98	33	27	44	21	23	13	94	78	80	89	91	77	23	20	33	15	16	10	116	97	104	108	115	98	33	27	44	21	23	13	2.7744924E9	2.7621097E9	2.8938908E9	2.6485563E9	2.6212357E9	2.618276E9	2.394352E8	2.6754602E8	6.5885664E8	1.0971256E8	9.9357176E7	1.116803E8	2.8845578E8	2.8328512E8	3.002306E8	2.8404342E8	2.841911E8	2.988397E8	4.2659596E7	5.329828E7	1.1095347E8	3.263339E7	2.8960884E7	3.1652244E7	
AIPGENE12506	AIPGENE12506	AIPGENE12506		347			AIPGENE12506	1.0	0.9989	2	9	9	9	3	1	1	1	2	1	0	0	0	0	0	0	3	1	1	1	2	1	0	0	0	0	0	0	3	1	1	1	2	1	0	0	0	0	0	0	1.2629682E7	1.3365917E7	5983974.5	7137313.0	1.2871377E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE12509	AIPGENE12509	AIPGENE12509		1096			AIPGENE12509	1.0	0.9988	10	33	33	33	8	4	5	5	6	5	0	0	0	0	0	0	8	4	5	5	6	5	0	0	0	0	0	0	8	4	5	5	6	5	0	0	0	0	0	0	3.2980966E7	8731691.0	1.7813358E7	1.2592944E7	1.3553751E7	2.132867E7	0.0	0.0	0.0	0.0	0.0	0.0	1.3490069E7	0.0	1.2725426E7	9922055.0	0.0	9999010.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE12526	AIPGENE12526	AIPGENE12526		554			AIPGENE12526	1.0	0.9983	4	33	33	33	2	1	2	0	9	5	4	3	4	1	1	1	2	1	2	0	9	5	4	3	4	1	1	1	2	1	2	0	9	5	4	3	4	1	1	1	4089466.0	3030680.0	1.1829742E7	0.0	2.1928232E7	2.889884E7	1.6804714E7	1.8878972E7	0.0	8387018.5	1.1859293E7	1.3961391E7	0.0	0.0	7765781.5	0.0	1.1152836E7	2.022833E7	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE12546	AIPGENE12546	AIPGENE12546		4565			AIPGENE12546	1.0	0.9989	38	184	156	184	49	16	30	29	42	17	0	0	1	0	0	0	45	13	27	24	33	13	0	0	1	0	0	0	49	16	30	29	42	17	0	0	1	0	0	0	2.0213136E8	2.046546E8	2.4619166E8	1.7415646E8	2.1363256E8	1.3274031E8	0.0	0.0	0.0	0.0	0.0	0.0	4.4123468E7	4.6127228E7	5.263106E7	4.5707012E7	4.180573E7	4.074441E7	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE12559	AIPGENE12559	AIPGENE12559		265			AIPGENE12559	1.0	0.9989	7	46	45	46	10	2	7	12	13	2	0	0	0	0	0	0	9	2	7	12	13	2	0	0	0	0	0	0	10	2	7	12	13	2	0	0	0	0	0	0	5.191412E7	7345343.0	3.728032E7	5.866123E7	7.523795E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4791322E7	0.0	9621641.0	1.848197E7	2.6378106E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE12602	AIPGENE12602	AIPGENE12602		559			AIPGENE12602	1.0	0.9988	1	19	19	19	0	0	0	0	0	0	3	3	5	2	3	3	0	0	0	0	0	0	3	3	5	2	3	3	0	0	0	0	0	0	3	3	5	2	3	3	0.0	0.0	0.0	0.0	0.0	0.0	2.7476268E7	1.8127412E7	6.3299424E7	8536551.0	1.4427634E7	9330180.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4444295E7	0.0	3.3462054E7	0.0	0.0	0.0	
AIPGENE1263	AIPGENE1263	AIPGENE1263		292			AIPGENE1263	1.0	0.9985	6	26	26	26	5	3	6	3	7	2	0	0	0	0	0	0	5	3	6	3	7	2	0	0	0	0	0	0	5	3	6	3	7	2	0	0	0	0	0	0	1.6438798E7	1.0289279E7	2.7992624E7	1.0792914E7	2.0040626E7	8135461.0	0.0	0.0	0.0	0.0	0.0	0.0	7676788.5	0.0	1.2723428E7	6893451.0	1.2621904E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE12630	AIPGENE12630	AIPGENE12630		378			AIPGENE12630	1.0	0.999	2	10	10	10	4	1	0	1	2	2	0	0	0	0	0	0	4	1	0	1	2	2	0	0	0	0	0	0	4	1	0	1	2	2	0	0	0	0	0	0	1.7392876E7	1.8456534E7	1.3916242E7	3.0150666E7	1.5747547E7	3.1639824E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE1264	AIPGENE1264	AIPGENE1264		159			AIPGENE1264	0.9333	0.9986	1	6	6	6	2	0	1	1	2	0	0	0	0	0	0	0	2	0	1	1	2	0	0	0	0	0	0	0	2	0	1	1	2	0	0	0	0	0	0	0	5470183.0	0.0	9909846.0	9277707.0	7683638.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE12647	AIPGENE12647	AIPGENE12647		199			AIPGENE12647	0.9986	0.9968	1	5	5	5	0	1	0	0	1	0	0	0	2	0	1	0	0	1	0	0	1	0	0	0	2	0	1	0	0	1	0	0	1	0	0	0	2	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.79055E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE12681	AIPGENE12681	AIPGENE12681		525			AIPGENE12681	0.9165	0.9982	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3371467.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE12684	AIPGENE12684	AIPGENE12684		585			AIPGENE12684	1.0	0.998	3	14	14	14	4	0	3	1	4	2	0	0	0	0	0	0	4	0	3	1	4	2	0	0	0	0	0	0	4	0	3	1	4	2	0	0	0	0	0	0	6921580.5	0.0	1.0271994E7	5010393.5	6194226.0	5453961.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE12686	AIPGENE12686	AIPGENE12686		338			AIPGENE12686	1.0	0.9981	2	4	4	4	0	0	2	0	2	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	5481621.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE12689	AIPGENE12689	AIPGENE12689		1119			AIPGENE12689	1.0	0.9987	5	12	12	12	3	0	0	1	6	2	0	0	0	0	0	0	3	0	0	1	6	2	0	0	0	0	0	0	3	0	0	1	6	2	0	0	0	0	0	0	3724042.0	0.0	5262279.5	6531756.0	1.2364302E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE1269	AIPGENE1269	AIPGENE1269		324			AIPGENE1269	1.0	0.9986	2	3	3	3	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
