Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Control_1 Spectral Count	Control_2 Spectral Count	Control_3 Spectral Count	Control_4 Spectral Count	Control_5 Spectral Count	Control_6 Spectral Count	Symbiosome_1 Spectral Count	Symbiosome_2 Spectral Count	Symbiosome_3 Spectral Count	Symbiosome_4 Spectral Count	Symbiosome_5 Spectral Count	Symbiosome_6 Spectral Count	Control_1 Unique Spectral Count	Control_2 Unique Spectral Count	Control_3 Unique Spectral Count	Control_4 Unique Spectral Count	Control_5 Unique Spectral Count	Control_6 Unique Spectral Count	Symbiosome_1 Unique Spectral Count	Symbiosome_2 Unique Spectral Count	Symbiosome_3 Unique Spectral Count	Symbiosome_4 Unique Spectral Count	Symbiosome_5 Unique Spectral Count	Symbiosome_6 Unique Spectral Count	Control_1 Total Spectral Count	Control_2 Total Spectral Count	Control_3 Total Spectral Count	Control_4 Total Spectral Count	Control_5 Total Spectral Count	Control_6 Total Spectral Count	Symbiosome_1 Total Spectral Count	Symbiosome_2 Total Spectral Count	Symbiosome_3 Total Spectral Count	Symbiosome_4 Total Spectral Count	Symbiosome_5 Total Spectral Count	Symbiosome_6 Total Spectral Count	Control_1 Intensity	Control_2 Intensity	Control_3 Intensity	Control_4 Intensity	Control_5 Intensity	Control_6 Intensity	Symbiosome_1 Intensity	Symbiosome_2 Intensity	Symbiosome_3 Intensity	Symbiosome_4 Intensity	Symbiosome_5 Intensity	Symbiosome_6 Intensity	Control_1 MaxLFQ Intensity	Control_2 MaxLFQ Intensity	Control_3 MaxLFQ Intensity	Control_4 MaxLFQ Intensity	Control_5 MaxLFQ Intensity	Control_6 MaxLFQ Intensity	Symbiosome_1 MaxLFQ Intensity	Symbiosome_2 MaxLFQ Intensity	Symbiosome_3 MaxLFQ Intensity	Symbiosome_4 MaxLFQ Intensity	Symbiosome_5 MaxLFQ Intensity	Symbiosome_6 MaxLFQ Intensity	Indistinguishable Proteins
AIPGENE12138	AIPGENE12138	AIPGENE12138		318			AIPGENE12138	1.0	0.999	13	173	173	173	10	14	11	12	21	14	15	22	17	12	9	16	10	14	11	12	21	14	15	22	17	12	9	16	10	14	11	12	21	14	15	22	17	12	9	16	1.0854618E8	1.7678906E8	1.2510372E8	1.1193325E8	1.8111262E8	1.8559354E8	2.0170214E8	3.073364E8	3.5749315E8	7.865456E7	7.602625E7	1.6619186E8	2.5726414E7	4.237807E7	2.8937792E7	2.704876E7	3.575075E7	4.2604376E7	3.5653468E7	4.97257E7	6.6848468E7	2.8521468E7	1.9856628E7	3.600291E7	
AIPGENE1216	AIPGENE1216	AIPGENE1216		746			AIPGENE1216	1.0	0.9987	4	27	27	27	5	2	3	3	4	1	1	2	2	1	1	2	5	2	3	3	4	1	1	2	2	1	1	2	5	2	3	3	4	1	1	2	2	1	1	2	1.6024966E7	9137542.0	1.4249916E7	1.2713579E7	1.02643E7	1.4023963E7	0.0	1.5538409E7	2.0241168E7	1.0769173E7	5108912.0	1.061307E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE12161	AIPGENE12161	AIPGENE12161		119			AIPGENE12161	1.0	0.999	8	40	40	40	7	6	5	8	11	1	0	0	1	0	1	0	7	6	5	8	11	1	0	0	1	0	1	0	7	6	5	8	11	1	0	0	1	0	1	0	7.052874E7	1.02978776E8	3.2498298E8	1.389645E8	8.866191E7	2.1733712E8	1975831.0	0.0	0.0	0.0	4016445.0	0.0	5.7885E7	8.2271976E7	7.855256E7	1.0807936E8	5.277692E7	9.574393E7	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE12166	AIPGENE12166	AIPGENE12166		366			AIPGENE12166	1.0	0.9986	4	15	15	15	5	1	1	6	2	0	0	0	0	0	0	0	5	1	1	6	2	0	0	0	0	0	0	0	5	1	1	6	2	0	0	0	0	0	0	0	3770638.2	8790504.0	4236904.0	0.0	2578470.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE12167	AIPGENE12167	AIPGENE12167		279			AIPGENE12167	0.987	0.99	2	8	8	8	1	2	2	2	1	0	0	0	0	0	0	0	1	2	2	2	1	0	0	0	0	0	0	0	1	2	2	2	1	0	0	0	0	0	0	0	0.0	4496800.0	0.0	3284106.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE12173	AIPGENE12173	AIPGENE12173		398			AIPGENE12173	0.9657	0.9919	2	3	2	3	2	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2709987.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE12174	AIPGENE12174	AIPGENE12174		1400			AIPGENE12174	1.0	0.999	25	127	127	127	38	13	19	17	26	14	0	0	0	0	0	0	38	13	19	17	26	14	0	0	0	0	0	0	38	13	19	17	26	14	0	0	0	0	0	0	2.4244528E8	1.3231361E8	1.606602E8	1.5826426E8	1.5926373E8	9.987376E7	0.0	0.0	0.0	0.0	0.0	0.0	3.553842E7	2.8954776E7	2.9551394E7	3.003081E7	3.1969238E7	2.7046142E7	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE12180	AIPGENE12180	AIPGENE12180		155			AIPGENE12180	0.6468	0.9853	1	4	4	4	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	1	0.0	0.0	0.0	7.2212264E7	0.0	0.0	0.0	5.0305956E7	7.134068E7	4.037866E7	0.0	4.9088456E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE12194	AIPGENE12194	AIPGENE12194		456			AIPGENE12194	1.0	0.9989	4	10	10	10	5	0	2	1	2	0	0	0	0	0	0	0	5	0	2	1	2	0	0	0	0	0	0	0	5	0	2	1	2	0	0	0	0	0	0	0	1.070293E7	9621788.0	1.6643464E7	8085756.5	6388408.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6215360.0	5551937.5	5531726.0	0.0	3703055.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE122	AIPGENE122	AIPGENE122		1967			AIPGENE122	1.0	0.999	43	582	372	582	98	60	73	81	88	72	16	24	39	7	11	13	59	37	49	53	46	46	11	21	26	6	8	10	98	60	73	81	88	72	16	24	39	7	11	13	1.8408861E9	1.3427272E9	1.2216236E9	1.0728301E9	1.3783401E9	1.6722761E9	1.13547E8	2.1503485E8	4.9053677E8	2.9712972E7	4.3193996E7	6.7035836E7	1.8675605E8	1.6023333E8	1.3845979E8	1.14666504E8	1.338226E8	1.8577061E8	3.6762224E7	3.8274004E7	7.359307E7	1.1961745E7	1.8038614E7	1.9028468E7	
AIPGENE12227	AIPGENE12227	AIPGENE12227		123			AIPGENE12227	1.0	0.9989	4	107	107	107	10	3	8	4	12	6	11	13	12	11	10	7	10	3	8	4	12	6	11	13	12	11	10	7	10	3	8	4	12	6	11	13	12	11	10	7	2.2505691E8	9.665973E7	1.5418792E8	9.6778584E7	1.7163475E8	1.9050597E8	1.7422366E8	1.436633E8	2.782129E8	9.707167E7	1.147242E8	1.0385272E8	1.2338043E8	6.767755E7	8.51147E7	6.59733E7	1.0178214E8	1.0451985E8	1.09866616E8	9.224719E7	1.7220211E8	5.74427E7	7.874994E7	7.127172E7	
AIPGENE12254	AIPGENE12254	AIPGENE12254		308			AIPGENE12254	1.0	0.9989	4	26	10	26	6	2	2	5	6	0	1	1	2	0	0	1	3	0	0	4	3	0	0	0	0	0	0	0	6	2	2	5	6	0	1	1	2	0	0	1	3392036.8	0.0	3613649.0	6560866.5	7215279.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE12299	AIPGENE12299	AIPGENE12299		333			AIPGENE12299	1.0	0.999	19	428	428	428	80	69	73	71	78	56	0	1	0	0	0	0	80	69	73	71	78	56	0	1	0	0	0	0	80	69	73	71	78	56	0	1	0	0	0	0	1.5588466E9	1.745711E9	1.4327187E9	1.675478E9	1.5472276E9	1.5211734E9	0.0	1.1073348E7	0.0	0.0	0.0	0.0	2.2595026E8	2.8293142E8	2.2490002E8	2.6596714E8	2.4177826E8	2.594967E8	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE12314	AIPGENE12314	AIPGENE12314		222			AIPGENE12314	1.0	0.9986	2	10	10	10	2	1	2	1	3	1	0	0	0	0	0	0	2	1	2	1	3	1	0	0	0	0	0	0	2	1	2	1	3	1	0	0	0	0	0	0	1.4612967E7	0.0	1.2193651E7	1.6280791E7	2.0019896E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2290333E7	0.0	0.0	0.0	1.0883003E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE12315	AIPGENE12315	AIPGENE12315		174			AIPGENE12315	1.0	0.9989	4	27	27	27	4	1	1	4	4	5	0	4	3	0	0	1	4	1	1	4	4	5	0	4	3	0	0	1	4	1	1	4	4	5	0	4	3	0	0	1	3278018.5	2.0800768E7	0.0	4.553068E7	9770805.0	2.3860914E7	3730083.0	9846643.0	5.360926E7	0.0	0.0	1.2235003E7	0.0	1.2486452E7	0.0	2.7095188E7	0.0	0.0	0.0	0.0	3.1644586E7	0.0	0.0	0.0	
AIPGENE12332	AIPGENE12332	AIPGENE12332		509			AIPGENE12332	1.0	0.999	12	44	44	44	5	3	6	6	15	9	0	0	0	0	0	0	5	3	6	6	15	9	0	0	0	0	0	0	5	3	6	6	15	9	0	0	0	0	0	0	2.0632934E7	1.9602488E7	5.3653936E7	3.1216676E7	1.2469469E8	9.90858E7	0.0	0.0	0.0	0.0	0.0	0.0	1.8955146E7	1.1305075E7	1.6639648E7	1.0667144E7	3.1286884E7	2.9646906E7	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE12375	AIPGENE12375	AIPGENE12375		637			AIPGENE12375	1.0	0.999	14	131	37	131	31	15	19	15	23	12	1	5	3	0	5	2	12	3	6	5	8	3	0	0	0	0	0	0	31	15	19	15	23	12	1	5	3	0	5	2	3.2842848E8	1.4276318E8	1.6372016E8	1.1532056E8	1.4992402E8	1.419306E8	6803965.0	3.885749E7	4.7064616E7	0.0	3.151135E7	1.2018712E7	6.864371E7	3.850506E7	3.8636476E7	3.385967E7	4.0894156E7	3.9385148E7	0.0	2.1102264E7	2.603069E7	0.0	1.3548113E7	0.0	
AIPGENE12383	AIPGENE12383	AIPGENE12383		149			AIPGENE12383	0.9661	0.9949	1	2	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	7602008.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE12391	AIPGENE12391	AIPGENE12391		459			AIPGENE12391	1.0	0.999	10	95	95	95	17	12	9	15	18	14	1	2	2	2	1	2	17	12	9	15	18	14	1	2	2	2	1	2	17	12	9	15	18	14	1	2	2	2	1	2	1.9092197E8	2.5573739E8	1.5356091E8	1.6923829E8	1.891232E8	2.1465763E8	3.7847704E7	2.952398E7	3.6179904E7	1.8925828E7	2.6147256E7	2.7224566E7	5.8446164E7	7.465339E7	4.7319484E7	4.8513052E7	5.083291E7	7.402655E7	2.1755262E7	2.2075958E7	0.0	0.0	1.6510286E7	1.7247158E7	
AIPGENE12393	AIPGENE12393	AIPGENE12393		356			AIPGENE12393	0.9146	0.9975	1	3	3	3	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0.0	0.0	0.0	6586319.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE12437	AIPGENE12437	AIPGENE12437		613			AIPGENE12437	1.0	0.9989	8	14	14	75	2	1	3	2	3	2	0	0	1	0	0	0	2	1	3	2	3	2	0	0	1	0	0	0	17	7	13	8	14	8	0	3	2	0	3	0	6.339001E7	2.010376E7	2.5479112E7	1.9506854E7	2.0693424E7	3.450306E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE12441	AIPGENE12441	AIPGENE12441		174			AIPGENE12441	1.0	0.9988	2	8	8	8	2	2	2	2	0	0	0	0	0	0	0	0	2	2	2	2	0	0	0	0	0	0	0	0	2	2	2	2	0	0	0	0	0	0	0	0	1.5824716E7	7151588.0	8158806.0	7963943.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE12462	AIPGENE12462	AIPGENE12462		1613			AIPGENE12462	0.8786	0.9962	1	5	5	5	2	0	1	1	1	0	0	0	0	0	0	0	2	0	1	1	1	0	0	0	0	0	0	0	2	0	1	1	1	0	0	0	0	0	0	0	1.1011195E7	5867446.0	6798755.0	6542022.5	5425053.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE12475	AIPGENE12475	AIPGENE12475		572			AIPGENE12475	1.0	0.999	14	96	96	96	22	16	7	15	20	13	0	0	2	0	0	1	22	16	7	15	20	13	0	0	2	0	0	1	22	16	7	15	20	13	0	0	2	0	0	1	1.32872744E8	1.2424546E8	9.346521E7	1.31535864E8	1.1275251E8	1.3555378E8	6019350.0	5706206.5	8600803.0	0.0	0.0	0.0	3.0230874E7	3.1509874E7	2.8769578E7	3.0025016E7	2.7513714E7	3.8028572E7	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE12477	AIPGENE12477	AIPGENE12477		913			AIPGENE12477	1.0	0.999	4	37	37	37	4	4	8	8	8	5	0	0	0	0	0	0	4	4	8	8	8	5	0	0	0	0	0	0	4	4	8	8	8	5	0	0	0	0	0	0	1.994781E7	3.5104644E7	3.4402108E7	4.5715452E7	2.5773332E7	6210691.5	0.0	0.0	0.0	0.0	0.0	0.0	8461327.0	1.3443239E7	1.3650262E7	1.8168778E7	2.1935884E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE12483	AIPGENE12483	AIPGENE12483		3392			AIPGENE12483	1.0	0.9988	3	13	0	13	3	2	2	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	3	1	0	0	0	0	0	0	1.635883E7	5536454.0	1.1957776E7	7253040.0	8306379.5	6523607.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AIPGENE12484
AIPGENE12489	AIPGENE12489	AIPGENE12489		150			AIPGENE12489	1.0	0.999	18	147	147	147	22	25	22	32	26	20	0	0	0	0	0	0	22	25	22	32	26	20	0	0	0	0	0	0	22	25	22	32	26	20	0	0	0	0	0	0	5.6552045E8	7.4882624E8	6.6999386E8	8.7752064E8	5.162927E8	5.3395546E8	0.0	0.0	0.0	0.0	0.0	0.0	2.3624354E8	3.030261E8	2.771219E8	3.7732237E8	2.4985707E8	2.3795402E8	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE12496	AIPGENE12496	AIPGENE12496		676			AIPGENE12496	1.0	0.999	40	662	662	791	99	79	87	96	97	84	23	23	34	16	15	9	99	79	87	96	97	84	23	23	34	16	15	9	115	93	105	108	114	97	31	30	43	21	22	12	2.5289823E9	2.5866191E9	2.650601E9	2.4642378E9	2.382746E9	2.3509117E9	2.4667995E8	2.1469466E8	5.5724064E8	9.148936E7	7.9293944E7	9.397567E7	2.9989254E8	3.1636576E8	3.1547766E8	3.0621E8	2.84281E8	3.0566934E8	4.683459E7	4.9157092E7	9.916584E7	3.2172652E7	2.406566E7	3.0270998E7	
AIPGENE12506	AIPGENE12506	AIPGENE12506		347			AIPGENE12506	1.0	0.9989	2	9	9	9	3	1	1	1	2	1	0	0	0	0	0	0	3	1	1	1	2	1	0	0	0	0	0	0	3	1	1	1	2	1	0	0	0	0	0	0	1.2629682E7	1.3710085E7	5934985.5	7543047.5	1.2871377E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE12507	AIPGENE12507	AIPGENE12507		375			AIPGENE12507	0.8636	0.9957	1	4	0	4	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	2739782.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AIPGENE12508
AIPGENE12509	AIPGENE12509	AIPGENE12509		1096			AIPGENE12509	1.0	0.9986	10	34	34	34	9	4	5	5	6	5	0	0	0	0	0	0	9	4	5	5	6	5	0	0	0	0	0	0	9	4	5	5	6	5	0	0	0	0	0	0	3.3543418E7	1.2780718E7	1.7658908E7	2.379812E7	1.3553751E7	8818617.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4028853E7	1.3534775E7	1.2473757E7	9273724.0	0.0	8886031.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE12526	AIPGENE12526	AIPGENE12526		554			AIPGENE12526	1.0	0.9987	4	30	30	30	2	1	2	0	10	1	4	3	4	1	1	1	2	1	2	0	10	1	4	3	4	1	1	1	2	1	2	0	10	1	4	3	4	1	1	1	4089466.0	0.0	1.1698714E7	3691684.2	2.4285586E7	6208237.0	1.5147183E7	2.094175E7	0.0	8124149.0	1.1532394E7	1.3929192E7	0.0	0.0	8914589.0	0.0	1.0360646E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE12546	AIPGENE12546	AIPGENE12546		4565			AIPGENE12546	1.0	0.999	42	197	170	197	56	16	32	31	43	18	0	0	1	0	0	0	51	13	28	27	35	15	0	0	1	0	0	0	56	16	32	31	43	18	0	0	1	0	0	0	2.1812285E8	2.2108168E8	2.520036E8	1.7882939E8	2.1208907E8	1.1752055E8	0.0	0.0	0.0	0.0	0.0	0.0	4.35905E7	4.6111056E7	5.3566536E7	4.712436E7	4.195248E7	3.8981332E7	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE12559	AIPGENE12559	AIPGENE12559		265			AIPGENE12559	1.0	0.999	6	45	44	45	9	2	7	12	13	2	0	0	0	0	0	0	8	2	7	12	13	2	0	0	0	0	0	0	9	2	7	12	13	2	0	0	0	0	0	0	4.70561E7	1.9482808E7	3.2314484E7	5.849936E7	7.544307E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5504179E7	1.0842219E7	9716692.0	1.814863E7	2.6064654E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE12602	AIPGENE12602	AIPGENE12602		559			AIPGENE12602	1.0	0.9989	1	19	19	19	0	0	0	0	0	0	3	3	5	2	3	3	0	0	0	0	0	0	3	3	5	2	3	3	0	0	0	0	0	0	3	3	5	2	3	3	0.0	0.0	0.0	0.0	0.0	0.0	2.8650092E7	1.997034E7	6.321403E7	9706866.0	1.2308466E7	9308661.0	0.0	0.0	0.0	0.0	0.0	0.0	1.784163E7	0.0	3.951951E7	0.0	0.0	0.0	
AIPGENE1263	AIPGENE1263	AIPGENE1263		292			AIPGENE1263	1.0	0.9987	7	27	27	27	5	3	7	3	7	2	0	0	0	0	0	0	5	3	7	3	7	2	0	0	0	0	0	0	5	3	7	3	7	2	0	0	0	0	0	0	1.6438798E7	1.5772077E7	2.7780746E7	1.133787E7	2.0077454E7	7980154.5	0.0	0.0	0.0	0.0	0.0	0.0	7728420.0	1.0025767E7	1.2912195E7	7272977.5	1.2875001E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE12630	AIPGENE12630	AIPGENE12630		378			AIPGENE12630	1.0	0.999	2	10	10	10	4	1	0	1	2	2	0	0	0	0	0	0	4	1	0	1	2	2	0	0	0	0	0	0	4	1	0	1	2	2	0	0	0	0	0	0	1.7885852E7	1.9217158E7	0.0	3.0407082E7	1.5747547E7	3.2059524E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE1264	AIPGENE1264	AIPGENE1264		159			AIPGENE1264	0.954	0.9987	1	7	7	7	2	0	1	1	2	1	0	0	0	0	0	0	2	0	1	1	2	1	0	0	0	0	0	0	2	0	1	1	2	1	0	0	0	0	0	0	5470183.0	0.0	9834168.0	9805117.0	7676943.0	4958811.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE12647	AIPGENE12647	AIPGENE12647		199			AIPGENE12647	0.9801	0.9969	1	5	5	5	0	0	0	0	2	0	0	0	2	0	1	0	0	0	0	0	2	0	0	0	2	0	1	0	0	0	0	0	2	0	0	0	2	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5968634E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE12681	AIPGENE12681	AIPGENE12681		525			AIPGENE12681	0.9345	0.9981	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3371467.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE12684	AIPGENE12684	AIPGENE12684		585			AIPGENE12684	1.0	0.9984	3	13	13	13	4	0	3	1	4	1	0	0	0	0	0	0	4	0	3	1	4	1	0	0	0	0	0	0	4	0	3	1	4	1	0	0	0	0	0	0	6921580.5	4776503.5	1.0193551E7	5205831.5	6074990.5	5349845.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE12686	AIPGENE12686	AIPGENE12686		338			AIPGENE12686	0.9995	0.998	2	3	3	3	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	5376102.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE12689	AIPGENE12689	AIPGENE12689		1119			AIPGENE12689	1.0	0.9989	4	10	10	10	3	0	0	1	4	2	0	0	0	0	0	0	3	0	0	1	4	2	0	0	0	0	0	0	3	0	0	1	4	2	0	0	0	0	0	0	3724042.0	3186493.0	5186124.5	6786537.0	1.2280091E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE1269	AIPGENE1269	AIPGENE1269		324			AIPGENE1269	1.0	0.9986	2	3	3	3	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE12698	AIPGENE12698	AIPGENE12698		204			AIPGENE12698	0.9997	0.9981	2	5	5	5	2	0	0	1	1	1	0	0	0	0	0	0	2	0	0	1	1	1	0	0	0	0	0	0	2	0	0	1	1	1	0	0	0	0	0	0	9541172.0	0.0	0.0	6525982.0	0.0	3264861.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE12701	AIPGENE12701	AIPGENE12701		126			AIPGENE12701	0.8423	0.9949	1	7	7	7	1	0	3	0	0	0	0	2	1	0	0	0	1	0	3	0	0	0	0	2	1	0	0	0	1	0	3	0	0	0	0	2	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.1083779E7	1.7000564E7	1.7112744E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE1272	AIPGENE1272	AIPGENE1272		661			AIPGENE1272	0.6341	0.9845	1	4	4	4	1	0	0	1	1	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	2.2486574E7	0.0	0.0	1.868598E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE12727	AIPGENE12727	AIPGENE12727		252			AIPGENE12727	1.0	0.999	9	34	0	42	10	1	4	9	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	1	5	10	12	2	0	0	0	0	0	0	4.667609E7	2.7581832E7	2.6814418E7	3.554721E7	4.1513532E7	5777909.5	0.0	0.0	0.0	0.0	0.0	0.0	1.762922E7	1.3930889E7	1.4222489E7	1.5529551E7	1.5769459E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AIPGENE21594
AIPGENE1274	AIPGENE1274	AIPGENE1274		187			AIPGENE1274	0.786	0.9926	1	5	5	5	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0.0	0.0	0.0	5984521.0	2781947.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE12755	AIPGENE12755	AIPGENE12755		455			AIPGENE12755	1.0	0.9989	4	18	18	18	4	2	3	4	4	1	0	0	0	0	0	0	4	2	3	4	4	1	0	0	0	0	0	0	4	2	3	4	4	1	0	0	0	0	0	0	1.0491568E7	0.0	7716285.5	2.2152494E7	1.8964644E7	6564370.5	0.0	0.0	0.0	0.0	0.0	0.0	6134182.0	0.0	0.0	1.2922047E7	1.0788093E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE1276	AIPGENE1276	AIPGENE1276		2184			AIPGENE1276	0.995	0.9975	5	8	0	8	4	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	3	0	0	0	0	0	0	0	0.0	0.0	0.0	4144288.8	9252079.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AIPGENE1277, AIPGENE1278
